age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31,entrepreneur,married,high.school,no,yes,no,cellular,November,Wed,360,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,blue-collar,married,basic.9y,no,no,no,cellular,November,Wed,96,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,blue-collar,married,basic.9y,no,yes,yes,cellular,November,Wed,117,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,November,Wed,70,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,management,married,basic.4y,unknown,no,no,cellular,November,Wed,57,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
52,blue-collar,married,professional.course,unknown,yes,no,cellular,November,Wed,85,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,admin.,married,university.degree,no,yes,yes,cellular,November,Wed,89,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,management,married,basic.4y,unknown,yes,no,cellular,November,Wed,117,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
33,services,married,high.school,no,yes,yes,cellular,November,Wed,69,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
35,self-employed,single,university.degree,no,yes,no,cellular,November,Wed,414,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
33,admin.,married,high.school,no,yes,no,cellular,November,Wed,323,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,management,married,university.degree,no,yes,no,cellular,November,Wed,168,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,technician,married,professional.course,no,yes,no,cellular,November,Wed,111,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,technician,married,professional.course,no,yes,no,cellular,November,Wed,227,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,management,married,university.degree,no,no,no,cellular,November,Wed,72,5,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,admin.,single,high.school,no,yes,yes,cellular,November,Wed,76,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,blue-collar,married,basic.6y,no,yes,no,cellular,November,Wed,448,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,management,married,basic.4y,unknown,no,no,cellular,November,Wed,755,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
39,admin.,single,university.degree,no,yes,no,cellular,November,Wed,514,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,services,married,professional.course,no,yes,no,cellular,November,Wed,482,3,failure,-0.1,93.2,-42.0,4.12,5195.8,False
33,admin.,divorced,high.school,no,no,no,telephone,November,Wed,50,4,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,services,married,high.school,no,no,no,cellular,November,Wed,101,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,blue-collar,single,high.school,no,no,no,cellular,November,Wed,77,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
29,blue-collar,married,basic.9y,unknown,no,no,cellular,November,Wed,85,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
36,management,married,university.degree,no,yes,no,cellular,November,Wed,638,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
40,technician,married,basic.9y,no,no,no,cellular,November,Wed,59,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,admin.,married,university.degree,no,yes,no,cellular,November,Wed,779,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
40,technician,married,basic.9y,no,no,no,cellular,November,Wed,198,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,services,married,high.school,no,no,no,cellular,November,Wed,190,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
34,management,married,university.degree,no,no,no,cellular,November,Wed,363,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,services,single,high.school,no,no,no,cellular,November,Wed,155,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
45,blue-collar,married,basic.4y,no,yes,yes,cellular,November,Wed,130,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,admin.,married,university.degree,no,yes,no,cellular,November,Wed,19,5,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
40,technician,married,basic.9y,no,no,no,telephone,November,Wed,319,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
44,services,single,high.school,no,yes,no,cellular,November,Wed,116,5,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
40,technician,married,professional.course,no,yes,no,cellular,November,Wed,1283,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,management,single,university.degree,no,yes,yes,cellular,November,Wed,293,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
30,services,married,professional.course,no,yes,no,cellular,November,Wed,622,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
32,entrepreneur,married,basic.4y,no,yes,no,telephone,November,Wed,62,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,services,single,high.school,no,no,no,cellular,November,Wed,148,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,entrepreneur,married,basic.4y,no,yes,no,cellular,November,Wed,111,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
52,retired,married,university.degree,unknown,no,no,cellular,November,Wed,172,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
32,services,married,professional.course,no,yes,no,cellular,November,Wed,186,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,technician,single,basic.6y,no,yes,no,cellular,November,Wed,164,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,blue-collar,married,basic.6y,no,no,no,cellular,November,Wed,220,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,technician,single,basic.6y,no,no,no,cellular,November,Wed,296,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
40,admin.,single,university.degree,no,no,no,cellular,November,Wed,267,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
36,technician,married,professional.course,no,yes,no,cellular,November,Wed,231,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
29,services,single,high.school,no,yes,no,cellular,November,Wed,178,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
32,entrepreneur,married,basic.4y,no,yes,no,cellular,November,Wed,547,7,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,technician,single,professional.course,no,no,no,cellular,November,Wed,161,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,admin.,divorced,high.school,no,no,no,cellular,November,Wed,59,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
51,admin.,married,high.school,no,yes,no,cellular,November,Wed,121,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,technician,single,professional.course,no,no,no,cellular,November,Wed,477,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
45,blue-collar,divorced,basic.9y,no,yes,no,cellular,November,Wed,384,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
44,admin.,single,high.school,no,yes,no,cellular,November,Wed,149,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
39,admin.,married,university.degree,no,yes,no,cellular,November,Wed,59,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,blue-collar,single,basic.4y,no,no,yes,cellular,November,Wed,125,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,blue-collar,single,high.school,no,yes,no,cellular,November,Wed,522,1,success,-0.1,93.2,-42.0,4.12,5195.8,True
31,blue-collar,single,high.school,no,no,no,telephone,November,Wed,201,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,blue-collar,single,high.school,no,no,no,cellular,November,Wed,230,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
39,technician,single,professional.course,no,yes,no,cellular,November,Wed,180,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
35,technician,divorced,professional.course,no,no,yes,cellular,November,Wed,98,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,unknown,divorced,basic.4y,no,no,no,cellular,November,Wed,73,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
45,management,married,university.degree,no,no,yes,cellular,November,Wed,391,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,admin.,divorced,high.school,no,no,no,cellular,November,Wed,131,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,admin.,married,university.degree,no,yes,no,cellular,November,Wed,174,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,admin.,married,university.degree,no,yes,yes,cellular,November,Wed,147,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,blue-collar,married,basic.4y,no,yes,no,cellular,November,Wed,126,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,services,single,high.school,no,no,no,cellular,November,Wed,265,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
55,admin.,divorced,high.school,no,no,no,cellular,November,Wed,67,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
50,housemaid,divorced,high.school,no,no,no,cellular,November,Wed,136,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
33,self-employed,single,basic.4y,no,no,no,cellular,November,Wed,174,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
47,unemployed,married,high.school,unknown,no,no,cellular,November,Wed,101,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,blue-collar,married,basic.9y,no,yes,no,cellular,November,Wed,299,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,admin.,married,university.degree,no,yes,no,cellular,November,Wed,392,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,blue-collar,single,high.school,no,yes,no,cellular,November,Wed,780,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
54,entrepreneur,married,university.degree,no,yes,no,cellular,November,Wed,159,2,success,-0.1,93.2,-42.0,4.12,5195.8,False
40,admin.,married,university.degree,unknown,yes,no,cellular,November,Wed,562,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,blue-collar,single,basic.9y,no,no,no,cellular,November,Wed,127,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
33,management,married,university.degree,no,yes,no,cellular,November,Wed,418,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
37,management,divorced,university.degree,no,yes,no,cellular,November,Wed,259,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
37,management,divorced,university.degree,no,no,no,cellular,November,Wed,295,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
33,management,married,university.degree,no,yes,yes,cellular,November,Wed,138,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,technician,married,university.degree,no,yes,no,cellular,November,Wed,124,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
39,admin.,married,university.degree,no,no,no,cellular,November,Wed,146,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,blue-collar,single,high.school,no,no,no,cellular,November,Wed,145,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
43,management,married,university.degree,no,yes,no,cellular,November,Wed,57,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
29,management,married,basic.9y,no,no,no,cellular,November,Wed,69,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
42,unemployed,divorced,high.school,no,yes,no,cellular,November,Wed,166,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
49,blue-collar,divorced,basic.9y,no,yes,no,cellular,November,Wed,82,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
49,blue-collar,divorced,basic.9y,no,no,no,cellular,November,Wed,277,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,technician,married,professional.course,no,no,no,cellular,November,Wed,194,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
29,management,married,university.degree,no,no,no,cellular,November,Wed,138,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
43,admin.,divorced,university.degree,no,no,no,cellular,November,Wed,1502,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
34,management,single,high.school,no,yes,no,cellular,November,Wed,175,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
29,admin.,married,university.degree,no,no,no,cellular,November,Wed,117,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,technician,married,professional.course,unknown,no,no,cellular,November,Wed,1049,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
48,services,divorced,basic.4y,no,no,no,cellular,November,Wed,134,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
29,blue-collar,married,high.school,no,no,no,cellular,November,Wed,117,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
46,blue-collar,married,basic.9y,no,yes,no,cellular,November,Wed,187,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
29,technician,single,professional.course,no,yes,no,cellular,November,Wed,107,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
36,admin.,married,university.degree,no,yes,no,cellular,November,Wed,40,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
36,management,married,university.degree,no,yes,no,cellular,November,Wed,161,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,entrepreneur,divorced,basic.9y,no,yes,no,cellular,November,Wed,71,5,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
49,services,married,basic.6y,no,yes,no,cellular,November,Wed,772,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
48,admin.,married,university.degree,no,no,no,cellular,November,Wed,128,7,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,admin.,single,high.school,no,yes,no,cellular,November,Wed,195,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,entrepreneur,divorced,basic.9y,no,no,no,cellular,November,Wed,353,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
33,blue-collar,single,basic.9y,unknown,yes,no,cellular,November,Wed,25,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,blue-collar,married,basic.9y,no,yes,no,cellular,November,Wed,175,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
49,blue-collar,divorced,basic.6y,no,no,no,cellular,November,Wed,55,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
53,entrepreneur,divorced,university.degree,no,yes,no,cellular,November,Wed,137,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,admin.,married,university.degree,no,yes,no,cellular,November,Wed,631,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
56,management,married,university.degree,no,no,no,cellular,November,Wed,98,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,technician,married,basic.9y,no,no,yes,cellular,November,Wed,208,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
40,admin.,married,high.school,no,yes,no,cellular,November,Wed,131,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
39,management,married,high.school,no,no,no,telephone,November,Wed,47,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
37,management,married,university.degree,no,no,no,cellular,November,Wed,140,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
56,management,married,university.degree,no,yes,no,cellular,November,Wed,286,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,technician,married,university.degree,no,no,no,cellular,November,Wed,690,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
44,services,married,high.school,no,yes,no,telephone,November,Wed,102,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,admin.,married,university.degree,no,yes,no,cellular,November,Wed,93,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
42,services,married,professional.course,no,yes,yes,cellular,November,Wed,120,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
40,admin.,married,high.school,no,yes,no,cellular,November,Wed,570,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,technician,single,university.degree,no,yes,no,cellular,November,Wed,456,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,entrepreneur,married,university.degree,no,no,yes,cellular,November,Wed,49,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
41,admin.,married,university.degree,no,yes,no,cellular,November,Wed,54,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
37,admin.,single,university.degree,no,yes,yes,cellular,November,Wed,160,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
41,admin.,married,university.degree,no,yes,yes,telephone,November,Wed,385,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
37,admin.,single,university.degree,no,yes,no,cellular,November,Wed,250,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,entrepreneur,married,high.school,no,yes,no,cellular,November,Wed,164,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,technician,married,university.degree,no,no,yes,cellular,November,Wed,234,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
30,technician,divorced,basic.9y,no,yes,yes,cellular,November,Wed,177,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
44,admin.,single,university.degree,no,yes,no,cellular,November,Wed,50,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
39,admin.,single,university.degree,no,yes,yes,cellular,November,Wed,457,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
37,admin.,single,university.degree,no,no,no,telephone,November,Wed,623,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
42,entrepreneur,married,basic.4y,no,yes,yes,cellular,November,Wed,20,4,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
30,technician,married,high.school,no,no,no,cellular,November,Wed,1206,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
53,entrepreneur,married,unknown,no,yes,no,cellular,November,Wed,21,10,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,blue-collar,married,basic.9y,no,no,no,cellular,November,Wed,559,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
31,admin.,married,basic.9y,no,no,no,cellular,November,Wed,205,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,blue-collar,married,basic.9y,no,no,no,cellular,November,Wed,1065,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
43,blue-collar,single,basic.6y,no,yes,no,telephone,November,Wed,401,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
48,management,divorced,university.degree,no,yes,no,cellular,November,Wed,50,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
55,technician,married,basic.9y,no,no,yes,cellular,November,Wed,113,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
35,admin.,married,university.degree,no,yes,yes,cellular,November,Wed,1028,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
34,self-employed,married,university.degree,no,yes,no,cellular,November,Wed,213,5,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
42,admin.,married,university.degree,no,yes,no,cellular,November,Wed,340,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
33,entrepreneur,married,basic.6y,no,no,no,cellular,November,Wed,90,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
31,admin.,single,high.school,no,yes,no,cellular,November,Wed,286,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
43,technician,divorced,university.degree,no,yes,no,cellular,November,Wed,342,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
58,management,married,university.degree,no,yes,no,cellular,November,Wed,394,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
53,management,married,basic.4y,no,yes,no,cellular,November,Wed,63,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
39,blue-collar,married,basic.9y,unknown,no,no,cellular,November,Wed,73,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
36,admin.,single,university.degree,no,yes,no,cellular,November,Wed,214,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,housemaid,married,basic.6y,unknown,no,no,cellular,November,Wed,76,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
36,admin.,single,university.degree,no,no,no,cellular,November,Wed,337,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
30,blue-collar,single,basic.9y,no,no,no,cellular,November,Wed,88,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
29,blue-collar,married,high.school,no,yes,no,cellular,November,Wed,96,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
39,admin.,married,university.degree,no,yes,no,cellular,November,Wed,171,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
39,blue-collar,married,basic.9y,unknown,no,yes,cellular,November,Wed,418,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,entrepreneur,married,university.degree,no,yes,yes,cellular,November,Wed,434,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,management,married,university.degree,no,yes,no,cellular,November,Wed,54,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,management,married,high.school,no,yes,no,cellular,November,Wed,86,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
56,blue-collar,divorced,basic.9y,no,yes,no,cellular,November,Wed,1265,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
56,management,married,university.degree,no,yes,yes,cellular,November,Wed,104,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
37,services,single,high.school,no,yes,no,cellular,November,Wed,485,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
31,blue-collar,single,high.school,no,yes,no,cellular,November,Wed,251,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
38,blue-collar,single,basic.6y,no,yes,no,cellular,November,Wed,328,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
40,admin.,married,university.degree,unknown,no,no,cellular,November,Wed,108,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
47,blue-collar,married,basic.9y,no,yes,no,cellular,November,Wed,88,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
31,technician,single,professional.course,no,no,no,cellular,November,Wed,220,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,self-employed,married,university.degree,no,yes,no,cellular,November,Wed,118,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
38,blue-collar,single,basic.6y,no,no,no,cellular,November,Wed,520,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
49,management,married,university.degree,no,no,no,cellular,November,Wed,139,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
56,entrepreneur,married,university.degree,no,yes,no,cellular,November,Wed,501,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,admin.,married,university.degree,no,yes,yes,cellular,November,Wed,408,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
39,unemployed,married,basic.9y,no,no,no,cellular,November,Wed,292,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
46,admin.,divorced,university.degree,no,yes,no,cellular,November,Wed,95,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
46,self-employed,divorced,basic.9y,no,yes,no,cellular,November,Wed,77,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,technician,single,basic.9y,no,yes,yes,cellular,November,Wed,62,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
51,blue-collar,married,basic.9y,no,yes,no,cellular,November,Wed,359,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
39,unemployed,married,basic.9y,no,yes,no,cellular,November,Wed,640,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
35,technician,single,basic.9y,no,no,no,cellular,November,Wed,178,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
35,technician,single,basic.9y,no,yes,no,cellular,November,Wed,112,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
57,management,married,university.degree,no,yes,no,cellular,November,Wed,589,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
35,technician,single,basic.9y,no,no,no,telephone,November,Wed,433,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
38,blue-collar,divorced,basic.6y,no,yes,no,cellular,November,Wed,122,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,services,divorced,basic.6y,unknown,no,no,cellular,November,Wed,254,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
50,technician,married,university.degree,no,yes,no,cellular,November,Wed,236,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,admin.,married,university.degree,no,yes,no,cellular,November,Wed,60,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
42,admin.,married,professional.course,no,yes,no,cellular,November,Wed,216,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,self-employed,married,university.degree,no,yes,no,cellular,November,Wed,70,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,management,single,university.degree,no,no,yes,cellular,November,Wed,541,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
32,self-employed,single,university.degree,no,yes,no,cellular,November,Wed,199,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,entrepreneur,single,basic.9y,no,no,no,cellular,November,Wed,191,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
34,services,single,basic.9y,no,yes,yes,cellular,November,Wed,300,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
54,housemaid,married,basic.9y,no,no,no,cellular,November,Wed,362,3,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
48,admin.,married,high.school,no,no,no,cellular,November,Wed,1061,4,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,True
33,self-employed,married,university.degree,no,yes,yes,cellular,November,Wed,208,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,management,married,university.degree,no,yes,yes,telephone,November,Wed,377,3,success,-0.1,93.2,-42.0,4.12,5195.8,False
29,blue-collar,married,professional.course,no,no,no,cellular,November,Wed,54,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
34,admin.,married,university.degree,no,yes,no,cellular,November,Wed,157,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
49,admin.,divorced,high.school,no,yes,no,cellular,November,Wed,47,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
53,blue-collar,divorced,basic.9y,no,no,no,cellular,November,Wed,625,1,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,services,single,high.school,no,yes,no,telephone,November,Wed,88,1,failure,-0.1,93.2,-42.0,4.12,5195.8,False
51,unemployed,divorced,university.degree,unknown,yes,no,cellular,November,Wed,120,2,failure,-0.1,93.2,-42.0,4.12,5195.8,False
34,services,married,high.school,no,no,no,cellular,November,Wed,89,3,failure,-0.1,93.2,-42.0,4.12,5195.8,False
35,admin.,married,professional.course,no,no,no,cellular,November,Wed,616,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
35,entrepreneur,divorced,university.degree,no,no,no,cellular,November,Wed,56,4,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
42,self-employed,single,university.degree,no,no,no,cellular,November,Wed,238,4,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
31,entrepreneur,married,high.school,no,yes,yes,cellular,November,Wed,112,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
43,admin.,married,university.degree,no,no,no,cellular,November,Wed,748,2,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
37,entrepreneur,married,university.degree,no,no,no,cellular,November,Wed,184,4,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,False
